Entry,Pfam
Q8N8E2,PF00096
Q08AN1,PF01352
Q08AN1,PF00096
Q86UE3,PF01352
Q86UE3,PF00096
P10073,PF02023
P10073,PF00096
Q15942,PF00412
Q6P2S7,PF13271
Q6PGP7,PF13181
Q96GC9,PF09335
P47992,PF00048
Q86V25,PF14822
P15313,PF00006
P15313,PF02874
Q4G0F5,PF03643
Q9H267,PF00995
P52735,PF00130
P52735,PF11971
P52735,PF00169
P52735,PF00621
P52735,PF00017
P52735,PF07653
Q9UBQ0,PF12850
P61236,PF03226
Q86Y07,PF00069
Q9UEU0,PF05008
Q16572,PF07690
Q9Y4E1,PF15255
Q8N6M9,PF01428
Q9NX94,PF11669
P47901,PF00001
Q9UPY6,PF02205
Q8N141,PF01352
Q8N141,PF00096
Q86YA3,PF13086
Q86YA3,PF13087
Q86YA3,PF10382
Q86YA3,PF06839
Q9ULJ6,PF02891
Q9ULJ6,PF18028
Q8IV35,PF00400
P17041,PF00096
Q6NX45,PF00096
Q6P9A1,PF01352
Q6P9A1,PF00096
Q9UJT2,PF15358
P51523,PF01352
P51523,PF00096
O75954,PF00335
Q9Y3S1,PF12202
Q9Y3S1,PF00069
Q6P3X3,PF07719
Q8NEE8,PF00515
Q96A05,PF01991
Q8IZU2,PF12894
Q8IZU2,PF00400
Q96S15,PF00400
Q96NC0,PF12171
P17029,PF01352
P17029,PF02023
P17029,PF00096
Q9H091,PF01753
Q16600,PF00096
Q9UK13,PF01352
Q9UK13,PF00096
O14771,PF01352
O14771,PF02023
O14771,PF00096
Q9Y4E6,PF00400
Q96C45,PF00069
Q9UK10,PF01352
Q9UK10,PF00096
Q96NJ3,PF01352
Q96NJ3,PF00096
Q96RE9,PF01352
Q96RE9,PF00096
A6NN14,PF01352
A6NN14,PF00096
Q96H86,PF01352
Q96H86,PF00096
P17021,PF01352
P17021,PF00096
Q14508,PF00095
Q7RTV3,PF00096
Q86UQ0,PF01352
Q86UQ0,PF00096
Q8TAD4,PF01545
Q99726,PF01545
P32241,PF00002
P32241,PF02793
Q86YE8,PF01352
Q86YE8,PF00096
Q8IWU4,PF01545
O76076,PF00219
O76076,PF00093
Q9H7M9,PF07686
Q9Y2D9,PF00096
P60852,PF00100
Q9H1J7,PF00110
Q8NDW8,PF13181
Q05996,PF00100
Q5JVG8,PF01352
Q5JVG8,PF00096
Q8NHE4,PF05493
Q9GZV5,PF00397
Q6GPH4,PF18608
Q5I0X7,PF00515
P0CG00,PF02023
P0CG00,PF00096
Q5FWF4,PF00271
Q5FWF4,PF01844
Q5FWF4,PF00176
Q5FWF4,PF00641
Q8N841,PF03133
Q7Z7G8,PF12624
Q7Z7G8,PF06650
Q7Z7G8,PF16909
Q8NEY4,PF03223
P19320,PF05790
P19320,PF07679
P19320,PF00047
P63127,PF01585
P63127,PF00077
P63120,PF01585
P63120,PF00077
Q6NVV7,PF10170
Q9Y678,PF01602
Q9Y678,PF16381
Q9Y678,PF08752
P30049,PF02823
Q96H22,PF05238
Q66K79,PF01392
Q66K79,PF00246
O75828,PF00106
Q96KV6,PF13765
Q96KV6,PF00622
Q96KV6,PF07686
Q8N163,PF14443
Q8N163,PF14444
P05108,PF00067
Q86WX3,PF15684
P56211,PF04667
Q96NL8,PF14996
Q96M95,PF13863
A2RUB6,PF15236
O15144,PF04045
Q6UXH8,PF01391
Q6UXH8,PF07645
Q96Q42,PF02493
Q96Q42,PF00415
Q96Q42,PF00621
Q96Q42,PF02204
P14091,PF07966
P14091,PF00026
Q96LL4,PF15379
Q6P1X6,PF14956
Q9NR16,PF00530
Q9UEY8,PF00596
Q8TF44,PF00168
A6NKF2,PF01388
Q06432,PF13903
B2RNN3,PF00386
B2RNN3,PF01391
Q9UHI8,PF17771
Q9UHI8,PF05986
Q9UHI8,PF01562
Q9UHI8,PF01421
Q9UHI8,PF00090
Q9P296,PF00001
P08243,PF00733
P08243,PF13537
Q96KX1,PF15022
Q86Y37,PF00888
P06280,PF16499
P06280,PF17450
P38432,PF15862
Q53H12,PF00781
Q8N126,PF08205
Q8N126,PF07686
Q96K78,PF00002
Q96K78,PF01825
P60033,PF00335
O96024,PF01762
P21926,PF00335
P56748,PF00822
Q96Q40,PF00069
Q9NRL2,PF00439
Q9NRL2,PF02791
Q9NRL2,PF00628
Q9NRL2,PF10537
Q9NRL2,PF15612
Q9NRL2,PF15613
P18085,PF00025
P56880,PF00822
O75153,PF13236
O75153,PF15044
O75153,PF12807
Q16520,PF00170
Q3KR37,PF02893
Q3KR37,PF16016
Q9Y3D0,PF01883
O60312,PF16212
O60312,PF16209
Q5JTZ5,PF15733
Q5TBE3,PF17673
Q9Y276,PF00004
Q9Y276,PF08740
Q9H175,PF16019
O43155,PF13855
O43155,PF01463
Q8WYN3,PF16019
Q4VNC0,PF00690
Q4VNC0,PF12409
Q96AE4,PF09005
Q96AE4,PF00013
P50461,PF00412
Q8N365,PF15673
Q9BQ75,PF14617
Q9NZU0,PF13855
Q9H112,PF00031
O94925,PF12796
O94925,PF17959
O94925,PF04960
O75838,PF13499
Q969W3,PF15434
Q96Q77,PF13499
Q5XKR9,PF15434
Q5W188,PF00031
P50993,PF00689
P50993,PF00690
Q02338,PF00106
P13637,PF00689
P13637,PF00690
Q05048,PF16699
Q05048,PF00400
Q86VU5,PF01596
P33240,PF14327
P33240,PF14304
P33240,PF00076
P50502,PF18253
P50502,PF17830
Q8NFI4,PF18253
Q8NFI4,PF17830
Q8NCW6,PF00535
Q8NCW6,PF00652
Q9H114,PF00031
Q8IYT2,PF01728
P14415,PF00287
P23560,PF00243
Q8IXK2,PF00535
Q8IXK2,PF00652
Q8TC76,PF14160
Q8TC76,PF14161
Q9UN42,PF00287
Q8IUC8,PF00535
Q8IUC8,PF00652
A6H8Y1,PF15963
Q96AQ7,PF02017
Q8TAY7,PF14160
Q8TAY7,PF14161
Q8N428,PF00535
Q8N428,PF00652
Q9NRY5,PF05334
Q6IS24,PF00535
Q6IS24,PF00652
Q9C073,PF15388
P16615,PF00689
P16615,PF00690
Q9H1P6,PF14945
Q8IW19,PF17913
Q8IW19,PF10283
P51693,PF10515
P51693,PF12924
P51693,PF12925
P51693,PF02177
Q9NWS6,PF13289
P62633,PF00098
Q9BPY3,PF13289
Q15021,PF12717
Q15021,PF12922
Q9NUB4,PF17717
Q9H4R4,PF15784
Q9BQM9,PF15318
A2VDF0,PF05025
Q8NBC4,PF17714
Q9BPX3,PF12719
Q8NHU0,PF15300
O96005,PF05602
Q6IBW4,PF16858
Q6IBW4,PF16869
Q6IBW4,PF06278
P0DMV0,PF15300
Q8TBG4,PF00202
P0C2W7,PF15623
Q5T5X7,PF10523
Q6ZU67,PF10523
P24539,PF05405
Q9BYD5,PF04749
P02647,PF01442
Q9BTY2,PF01120
Q9BTY2,PF16757
Q8WUE5,PF14444
Q7Z4Y8,PF04718
Q9ULK2,PF08313
Q8N1M1,PF01062
Q8IV77,PF16526
Q8IV77,PF00027
Q8IV77,PF00520
Q9NPC3,PF14634
Q6Q788,PF01442
P08519,PF00051
P08519,PF00089
P02655,PF05355
O75829,PF04089
O75638,PF09341
P05090,PF08212
Q9BVA6,PF02661
Q96LI5,PF03372
Q96LI5,PF13855
P02649,PF01442
P49711,PF00096
P14314,PF13202
P14314,PF12999
P14314,PF13015
A5PLN7,PF12516
Q9Y5B0,PF09309
Q9Y5B0,PF03031
Q86WG3,PF12496
Q86WG3,PF13716
Q9ULM6,PF03372
Q9ULM6,PF13855
Q9BWW8,PF05461
O95236,PF05461
P0C7A2,PF15722
Q5T2N8,PF00004
Q5T2N8,PF12037
Q9BV87,PF08613
O95466,PF06367
O95466,PF06371
O95466,PF02181
P05177,PF00067
P57055,PF14998
Q96PY5,PF06367
Q96PY5,PF06371
Q96PY5,PF02181
P15336,PF00170
P18848,PF00170
P18545,PF04868
Q96A26,PF06388
Q9BXY8,PF04538
Q9Y2D1,PF00170
Q9NWD9,PF04538
Q5T6X4,PF06388
P08686,PF00067
Q01740,PF00743
Q99941,PF00170
Q07973,PF00067
P17544,PF00170
Q9Y256,PF02517
A8MTA8,PF10629
Q8IZU8,PF00685
Q96NU0,PF00754
Q96NU0,PF02210
Q6QHK4,PF00010
Q02318,PF00067
Q5HY92,PF00004
Q5HY92,PF09336
Q7Z2E3,PF17913
Q7Z2E3,PF16278
Q99967,PF04487
P11509,PF00067
Q16696,PF00067
Q86SJ6,PF00028
Q86SJ6,PF01049
Q05DH4,PF10257
P20930,PF03516
P20930,PF01023
P31512,PF00743
P49326,PF00743
Q15782,PF00704
Q9BZ76,PF00754
Q9BZ76,PF02210
P78329,PF00067
P16442,PF03414
Q8WWK9,PF15297
P98187,PF00067
Q96DZ9,PF01284
P53420,PF01413
P53420,PF01391
Q8NA57,PF17732
Q8NA57,PF15663
Q96PS8,PF00230
P20849,PF01391
Q03692,PF00386
Q03692,PF01391
P28329,PF00755
Q5JTJ3,PF02297
O75122,PF12348
Q8WVH0,PF05835
O60306,PF13086
O60306,PF13087
O60306,PF16399
Q9P126,PF00059
O75596,PF00059
Q99829,PF00168
Q99829,PF07002
O95741,PF00168
O95741,PF07002
Q6NUI6,PF13855
Q9UKV5,PF02845
Q9UKV5,PF18442
Q9UKV5,PF13639
Q7L5A3,PF13889
Q7L5A3,PF13915
P78369,PF00822
Q9H3G5,PF00450
Q9P2D1,PF07533
Q9P2D1,PF00385
Q9P2D1,PF00271
Q9P2D1,PF00176
O75061,PF00226
O75061,PF10409
P39059,PF01391
P39059,PF06482
O00555,PF08763
O00555,PF16905
O00555,PF00520
C9J302,PF15849
Q9HCU0,PF00059
Q8WXE0,PF12796
Q8WXE0,PF16632
Q8WXE0,PF00536
Q8WXE0,PF07653
Q86Y30,PF08180
O75815,PF00617
O75815,PF00017
Q9UJS0,PF00153
O43529,PF03567
Q8NET6,PF03567
O75129,PF18411
O75129,PF18577
O75129,PF01823
Q5T280,PF02598
Q8IYS0,PF02893
Q8IYS0,PF16016
Q6ZRZ4,PF17693
Q96CP6,PF02893
Q96CP6,PF16016
Q5H9F3,PF12796
Q5H9F3,PF15808
Q5H9F3,PF16553
P36980,PF00084
Q96MD7,PF10217
Q9BXR6,PF00084
Q9NZU1,PF13855
Q9NZU1,PF01462
Q9H7F0,PF00689
Q9H7F0,PF00690
Q9H7F0,PF12409
O76071,PF00400
P15311,PF00769
P15311,PF09380
P15311,PF00373
P15311,PF09379
P21291,PF00412
Q99828,PF13499
P05023,PF00689
P05023,PF00690
Q96I24,PF00013
Q9H4G1,PF00031
A0PJX0,PF13499
Q9UI32,PF12796
Q9UI32,PF17959
Q9UI32,PF04960
O95990,PF06625
Q96RK0,PF00505
Q9H098,PF06625
Q96BI3,PF06105
Q8N1G2,PF01728
Q8N1G2,PF01585
Q9H0L4,PF14327
Q9H0L4,PF14304
Q9H0L4,PF00076
P05026,PF00287
P49771,PF02947
P02671,PF08702
P02671,PF12160
P02671,PF00147
Q70Z53,PF09725
Q9H4D0,PF00028
Q8N3K9,PF00041
Q9BQ89,PF14160
Q9BQ89,PF14161
Q9NWQ9,PF14969
Q9H972,PF15394
P54709,PF00287
Q9UHD4,PF02017
Q9BZZ5,PF05918
Q8NA66,PF00027
O43734,PF08357
Q96M20,PF00027
Q8N3T1,PF00535
Q8N3T1,PF00652
Q8IUL8,PF13330
Q8IUL8,PF00090
Q9NUD7,PF15397
Q6P1L5,PF15388
P02675,PF08702
P02675,PF00147
Q14457,PF04111
Q14457,PF17675
Q14457,PF15285
Q9Y5Y0,PF07690
P20020,PF12424
P20020,PF00689
P20020,PF00690
Q9UPI3,PF07690
Q01814,PF12424
Q01814,PF00689
Q01814,PF00690
Q9HDC9,PF03088
Q5HYN5,PF15300
P0DMV2,PF15300
P0DMU8,PF15300
P05089,PF00491
Q8NDZ0,PF10523
P0DMV1,PF15300
O75185,PF00689
O75185,PF00690
Q5SZJ8,PF10523
O95476,PF03031
Q8N7W2,PF10523
A6NH11,PF08718
Q86V42,PF15067
O76090,PF01062
Q8NFU0,PF01062
P04066,PF01120
P04066,PF16757
Q9NTI2,PF16212
Q9NTI2,PF16209
Q8TAL6,PF15819
Q14028,PF00027
Q8NBU5,PF00004
Q8NBU5,PF17862
Q9P003,PF03311
Q9C0C6,PF15800
Q96QE3,PF00004
P02656,PF05778
Q8WYA6,PF08216
Q13363,PF00389
Q13363,PF02826
O76031,PF07724
O76031,PF10431
A5YKK6,PF16415
A5YKK6,PF16418
A5YKK6,PF16417
A5YKK6,PF12842
A5YKK6,PF04054
Q96BN6,PF12516
Q8N5K1,PF10660
Q8N5K1,PF09360
Q9NWB6,PF15346
Q9GZU7,PF03031
Q9UIV1,PF04857
P02749,PF00084
P02749,PF09014
O14791,PF05461
Q9BPW4,PF05461
Q9BT09,PF11938
Q16678,PF00067
Q3B820,PF10595
P34972,PF00001
P18847,PF00170
Q6UW02,PF00067
Q9P232,PF00041
Q9P232,PF07679
Q13515,PF00038
O95992,PF04116
P20813,PF00067
Q8IWV2,PF00041
Q8IWV2,PF07679
P07954,PF10415
P07954,PF00206
P78357,PF00754
P78357,PF02210
O60774,PF00743
P33260,PF00067
Q06828,PF13855
Q06828,PF01462
Q8WYK1,PF00754
Q8WYK1,PF02210
A0A087X1C5,PF00067
P05181,PF00067
Q8IVP5,PF04930
Q9ULV3,PF12171
H3BRN8,PF14892
P51589,PF00067
Q9BWH2,PF04930
Q5VZT2,PF17705
Q9H5F2,PF06608
Q7Z449,PF00067
Q8TAV5,PF17731
Q8IXP5,PF17721
P09958,PF01483
P09958,PF00082
P09958,PF16470
Q9NYL5,PF00067
Q86VG3,PF17722
P08684,PF00067
Q3C1V1,PF17669
Q6PI97,PF17664
Q9Y271,PF00001
P24462,PF00067
P08123,PF01410
P08123,PF01391
Q16832,PF00754
Q16832,PF07714
Q96S95,PF15170
Q7Z7J9,PF15170
P16278,PF13364
P16278,PF01301
Q9Y6A2,PF00067
Q96SZ6,PF04055
Q96SZ6,PF01938
Q96SZ6,PF00919
Q02928,PF00067
P10909,PF01093
Q14008,PF12348
Q15582,PF02469
Q8TAZ6,PF01284
Q96FZ5,PF01284
P0C0L5,PF00207
P0C0L5,PF07703
P0C0L5,PF07677
P0C0L5,PF01821
P0C0L5,PF01835
P0C0L5,PF17791
P0C0L5,PF17789
P0C0L5,PF01759
P0C0L5,PF07678
Q14031,PF01413
Q14031,PF01391
P22680,PF00067
Q5U649,PF15047
A8TX70,PF01391
A8TX70,PF00092
A6NM10,PF00230
Q6UXF7,PF00188
Q6UXF7,PF00059
Q8NE35,PF16366
Q8NE35,PF16367
P07357,PF00057
P07357,PF01823
P07357,PF00090
P41181,PF00230
O43315,PF00230
A0A2Z4LIS9,PF00250
Q8NC01,PF00059
Q9Y240,PF00059
Q9H799,PF15392
Q6UVW9,PF00059
Q6EIG7,PF00059
Q9UQC9,PF08434
Q9BUX1,PF04752
Q99218,PF02948
Q96BP2,PF06747
Q6ZMT9,PF00531
Q96SM3,PF00754
Q96SM3,PF00246
Q709F0,PF00441
Q709F0,PF02770
Q709F0,PF02771
Q709F0,PF01636
Q13451,PF00254
Q13451,PF00515
Q13451,PF13181
P56378,PF08039
Q6ZU35,PF15262
Q96IX9,PF14915
Q9NVQ4,PF06905
P00846,PF00119
P32297,PF02931
P32297,PF02932
Q9BWS9,PF00704
P0DMS8,PF00001
O75177,PF05030
P62258,PF00244
O96019,PF00022
P11229,PF00001
Q14738,PF01603
P54619,PF00571
O60488,PF00501
P0C6C1,PF12796
Q9UJX6,PF08672
Q9UJX6,PF00888
P60709,PF00022
O43707,PF00307
O43707,PF08726
O43707,PF00435
Q9BY76,PF00147
Q7Z5M8,PF12146
Q9UBR2,PF00112
O43572,PF00615
Q7Z5W3,PF06859
O15078,PF16574
Q8WUQ7,PF10312
Q8WUQ7,PF09732
P23435,PF00386
Q7KZN9,PF02628
Q5EG05,PF00619
Q9HC77,PF07202
P55201,PF00439
P55201,PF10513
P55201,PF00855
Q4V339,PF02492
Q4V339,PF07683
Q8TDN6,PF04427
P05814,PF00363
A6NFT4,PF13863
Q96PB1,PF07779
Q6NT52,PF00007
Q502W7,PF13863
Q8N884,PF03281
Q8N6G5,PF05679
Q9H7E9,PF15393
Q8TE59,PF17771
Q8TE59,PF05986
Q8TE59,PF01562
Q8TE59,PF01421
Q8TE59,PF00090
P13942,PF01410
P13942,PF01391
P13942,PF02210
Q8WXX7,PF15336
P46597,PF16864
P46597,PF00891
Q9NR81,PF00621
P55774,PF00048
P15291,PF02709
P15291,PF13733
O15392,PF00653
P30043,PF13460
P35869,PF00010
P35869,PF00989
P35869,PF08447
A8MTZ0,PF14777
Q00532,PF00069
Q7L1S5,PF03567
P10415,PF00452
P10415,PF02180
P20749,PF12796
Q8NCL9,PF14921
Q8J025,PF14921
C9JQL5,PF04505
Q6W2J9,PF12796
Q6W2J9,PF15808
Q6W2J9,PF16553
Q5SZB4,PF15737
Q8IXQ3,PF15017
Q8IXJ9,PF13919
Q8IXJ9,PF05066
Q8IXJ9,PF13922
Q96LT7,PF15019
Q9ULZ1,PF15360
P27695,PF03372
Q96S65,PF16019
Q4VNC1,PF00690
Q4VNC1,PF12409
Q16527,PF00412
Q9P2B4,PF09727
P23634,PF12424
P23634,PF00689
P23634,PF00690
P42695,PF12717
Q5DJT8,PF15300
P0DMU9,PF15300
P0DMU7,PF15300
Q96KP4,PF07687
Q96KP4,PF01546
Q5VTU8,PF04627
Q7L4P6,PF10523
P78540,PF00491
P05496,PF00137
Q06055,PF00137
P48201,PF00137
Q8NFU1,PF01062
Q16280,PF16526
Q16280,PF00027
Q16280,PF00520
Q16281,PF16526
Q16281,PF00027
Q16281,PF00520
Q8IXS8,PF09790
Q9P2M7,PF01576
O43520,PF16212
O43520,PF16209
Q9NQW8,PF00027
P06727,PF01442
Q8TF62,PF16212
Q8TF62,PF16209
Q96AQ9,PF15010
Q6PL18,PF00004
Q6PL18,PF17862
Q6PL18,PF00439
O95406,PF03311
P02654,PF04691
Q969H4,PF10534
Q969H4,PF00169
Q969H4,PF00536
Q9NZD2,PF08718
Q49AJ0,PF12394
Q49AJ0,PF05057
Q96C01,PF05811
P05160,PF00084
Q9UKZ1,PF10155
Q14574,PF00028
Q14574,PF01049
Q14574,PF08758
Q13790,PF15148
Q8WVB6,PF00004
Q8WW52,PF10223
Q9UFF9,PF04857
Q9BWW9,PF05461
Q9NZ56,PF06346
Q9NZ56,PF02181
Q5T9A4,PF00004
Q5T9A4,PF12037
Q96MY7,PF10595
O75844,PF01435
O75844,PF16491
Q00994,PF04538
P0C2L3,PF15069
Q92562,PF02383
Q6J272,PF10629
Q9NZS9,PF00536
P01275,PF00123
Q9H0Y0,PF03987
O43174,PF00067
Q96KS9,PF11652
Q9NR63,PF00067
Q8WVX9,PF07993
Q8WVX9,PF03015
Q92567,PF14944
Q6V0L0,PF00067
A6NMB9,PF00004
Q9H8S5,PF00134
A1KXE4,PF14944
Q14126,PF00028
Q99966,PF04487
O94817,PF04110
Q96K12,PF07993
Q96K12,PF03015
P31513,PF00743
Q12934,PF00038
Q5D862,PF03516
Q5D862,PF01023
Q02246,PF00041
Q02246,PF07679
O75143,PF10033
P36222,PF00704
Q9H410,PF08202
Q8N612,PF10257
Q8NFF5,PF00994
Q8NFF5,PF01507
Q6ZRI6,PF17663
Q8WUR7,PF02594
Q5W0V3,PF10257
Q8NAA6,PF17711
Q5T681,PF17729
Q5SQS8,PF17658
Q96SQ9,PF00067
B7Z368,PF17713
Q96F05,PF17823
P02452,PF01410
P02452,PF01391
P02452,PF00093
Q8N5U0,PF15668
P07741,PF00156
Q9H0W9,PF08925
Q7Z7L8,PF15766
Q9NS75,PF00001
C9JLR9,PF18658
Q96AJ1,PF10234
P13584,PF00067
P02458,PF01410
P02458,PF01391
P02458,PF00093
P01024,PF00207
P01024,PF07703
P01024,PF07677
P01024,PF01821
P01024,PF17790
P01024,PF01835
P01024,PF17791
P01024,PF17789
P01024,PF01759
P01024,PF07678
P33552,PF01111
Q8N999,PF17720
P12109,PF01391
P12109,PF00092
Q86TL0,PF03416
Q9UNU6,PF00067
Q8N812,PF17695
Q9H741,PF10218
Q6ZS10,PF00059
Q9Y2R0,PF09813
Q9H1Y0,PF04106
P29972,PF00230
Q2KHT3,PF09758
P07358,PF00057
P07358,PF01823
P07358,PF00090
Q7Z3C6,PF04109
Q92478,PF00059
Q9UMR7,PF00059
Q3SXY8,PF00025
P22792,PF13855
Q8IZJ3,PF00207
Q8IZJ3,PF07703
Q8IZJ3,PF07677
Q8IZJ3,PF07648
Q8IZJ3,PF12248
Q8IZJ3,PF01835
Q8IZJ3,PF17791
Q8IZJ3,PF17789
Q8IZJ3,PF07678
Q9H2X3,PF00059
Q9ULY5,PF00059
A6NFA0,PF15371
O95639,PF00642
O95639,PF15663
O95639,PF00098
Q9NSI2,PF15341
Q99217,PF02948
Q5JTC6,PF09422
P23786,PF00755
O60427,PF00173
O60427,PF00487
Q96B23,PF15303
Q9NQ94,PF00076
P18859,PF05511
Q6ZV80,PF17821
P57730,PF00619
P09093,PF00089
Q96I36,PF14880
Q71F23,PF13097
O14548,PF02238
O00257,PF17218
O00257,PF00385
A6NF36,PF15835
Q5W0U4,PF13765
Q5W0U4,PF00622
Q6ZUJ4,PF15830
Q96Q83,PF13532
O95490,PF00002
O95490,PF16489
O95490,PF02140
O95490,PF01825
O95490,PF02793
O95490,PF02354
O95490,PF02191
Q86Y27,PF08180
Q9H6X5,PF15391
Q8WV28,PF00017
P38936,PF02234
O95972,PF00019
Q9BWU1,PF00069
Q9Y587,PF01217
Q7Z624,PF10294
Q96DE5,PF17256
Q9BQE9,PF04714
Q8WUH1,PF06573
Q86UU0,PF11502
Q03591,PF00084
Q5VTT2,PF15139
P11274,PF09036
P11274,PF00168
P11274,PF00620
P11274,PF00621
P98196,PF16212
P98196,PF16209
Q9Y375,PF08547
P54707,PF00689
P54707,PF00690
Q5EBM0,PF02223
Q9NQ11,PF12409
Q9UBZ4,PF03372
Q9UBZ4,PF06839
Q9H6Q4,PF02906
Q9H6Q4,PF02256
Q92945,PF09005
Q92945,PF00013
Q5T9C2,PF10358
Q5T8I3,PF10358
Q9Y6Y1,PF03859
Q9Y6Y1,PF00612
Q9Y6Y1,PF01833
O60676,PF00031
O94983,PF03859
O94983,PF01833
Q13733,PF00689
Q13733,PF00690
Q86SR1,PF00535
Q86SR1,PF00652
Q8WW43,PF06105
Q12996,PF05843
O94985,PF00028
Q9BQT9,PF00028
P36888,PF00047
P36888,PF07714
O60543,PF02017
Q52M58,PF17698
Q1W6H9,PF14160
Q1W6H9,PF14161
P09543,PF05881
Q96FL9,PF00535
Q96FL9,PF00652
P35414,PF00001
O75339,PF13330
O75339,PF00090
O14983,PF00689
O14983,PF00690
Q9GZN8,PF15006
Q96LR9,PF05461
Q6P9A2,PF00535
Q6P9A2,PF00652
Q9NSA3,PF06384
Q06481,PF10515
Q06481,PF12924
Q06481,PF12925
Q06481,PF02177
Q06481,PF00014
Q93084,PF00689
Q93084,PF00690
Q13956,PF04868
A8MW95,PF04111
A8MW95,PF17675
Q15003,PF05786
Q16720,PF12424
Q16720,PF00689
Q16720,PF00690
P98194,PF00689
P98194,PF00690
Q86XI2,PF12422
A6NJG6,PF00046
Q96KN2,PF07687
Q96KN2,PF01546
Q8IUZ5,PF00202
Q5JQC4,PF15623
P02679,PF08702
P02679,PF00147
P29973,PF16526
P29973,PF00027
P29973,PF00520
Q5T6C5,PF08313
Q9H5Z6,PF15067
Q14CW9,PF08313
Q14CW9,PF08209
P02652,PF04711
Q9Y2Q0,PF16212
Q9Y2Q0,PF16209
O60423,PF16212
O60423,PF16209
P98198,PF16212
P98198,PF16209
Q15642,PF00611
Q15642,PF00018
Q9P2D6,PF12394
Q9P2D6,PF05057
Q99439,PF00402
Q99439,PF00307
Q9NRU3,PF00571
Q9NRU3,PF01595
Q9H8M5,PF00571
Q9H8M5,PF01595
Q15417,PF00402
Q15417,PF00307
P00488,PF00927
P00488,PF01841
P00488,PF00868
Q08554,PF00028
Q08554,PF01049
Q08554,PF08758
Q02487,PF00028
Q02487,PF01049
Q02487,PF08758
Q14011,PF00076
Q8NI51,PF00096
O15194,PF03031
P0C7P0,PF09360
Q6UXP7,PF10223
Q9NVI7,PF00004
Q9NVI7,PF12037
Q9UHL3,PF15722
O95445,PF11032
Q8TD84,PF00041
Q8TD84,PF07679
Q9BXW9,PF14631
P21554,PF00001
O75390,PF00285
Q8IVF7,PF06367
Q8IVF7,PF06371
Q8IVF7,PF02181
Q9UHC6,PF00754
Q9UHC6,PF02210
P11712,PF00067
Q9C0A0,PF00754
Q9C0A0,PF02210
P33261,PF00067
P10635,PF00067
Q9Y2V0,PF14811
P24903,PF00067
P55265,PF02137
P55265,PF00035
P55265,PF02295
Q8TEF2,PF17665
Q8TAV3,PF00067
Q9NQ32,PF15057
Q8WZ69,PF17706
Q9HB55,PF00067
Q6IPW1,PF15747
P14672,PF00083
Q9H3H3,PF08939
O00757,PF00316
Q08345,PF00754
Q08345,PF07714
P20815,PF00067
C9JXX5,PF15878
P02751,PF00039
P02751,PF00040
P02751,PF00041
Q15846,PF01093
Q96SN8,PF07989
Q495W5,PF17039
Q495W5,PF00852
P06681,PF00084
P06681,PF00089
P06681,PF00092
Q08477,PF00067
Q9HCS2,PF00067
Q9BYC5,PF14604
Q9NX76,PF01284
P12111,PF01391
P12111,PF00014
P12111,PF00092
Q7L014,PF00270
Q7L014,PF00271
Q86WS4,PF15089
Q8IXF9,PF00230
Q9H0S4,PF00270
Q9H0S4,PF00271
Q14055,PF01391
Q5T1V6,PF00270
Q5T1V6,PF00271
Q5T1V6,PF04438
P55064,PF00230
Q13520,PF00230
O14810,PF05835
Q9BSB4,PF07855
O60320,PF04103
Q9UJ71,PF00059
P09496,PF01086
Q96S66,PF05934
Q8N6F1,PF00822
Q32NC0,PF15719
Q9NZJ0,PF00400
P17927,PF00084
P20023,PF00084
Q68DQ2,PF00030
Q68DQ2,PF00652
Q8TDB6,PF18102
Q9UGL9,PF15845
O00590,PF00001
Q49MI3,PF00781
Q9UPA5,PF05715
Q6ZUS6,PF09789
Q9C0B6,PF01823
P32247,PF00001
P0C7U1,PF17048
Q5T2E6,PF08427
Q14993,PF01391
P49747,PF11598
P49747,PF07645
P49747,PF02412
P49747,PF05735
Q9UPQ3,PF12796
Q9UPQ3,PF01412
Q9UPQ3,PF00071
O75794,PF07065
Q9Y6N8,PF00028
Q9Y6N8,PF01049
Q9BYV9,PF00651
Q9BYV9,PF03131
Q9UJ99,PF00028
Q9UJ99,PF01049
Q9UBX8,PF02709
Q9UBX8,PF13733
P0DP23,PF13499
P49913,PF12153
Q00526,PF00069
Q9UPM8,PF01602
Q9UPM8,PF14807
Q8IZ52,PF05679
O96018,PF00595
O96018,PF00640
Q8N888,PF15808
P04114,PF12491
P04114,PF06448
P04114,PF09172
P04114,PF01347
Q6PI25,PF03311
Q8TBE1,PF03311
G9CGD6,PF10534
G9CGD6,PF06663
G9CGD6,PF00595
G9CGD6,PF00169
G9CGD6,PF00536
Q8WXI2,PF10534
Q8WXI2,PF06663
Q8WXI2,PF00595
Q8WXI2,PF00169
Q8WXI2,PF00536
Q6P9H4,PF10534
Q6P9H4,PF06663
Q6P9H4,PF00595
Q6P9H4,PF00536
P51911,PF00402
P51911,PF00307
Q5SQI0,PF05301
P55056,PF15119
Q6P4Q7,PF00571
Q6P4Q7,PF01595
Q8NE01,PF00571
P56545,PF00389
P56545,PF02826
Q2NKJ3,PF15489
Q86X95,PF10197
O95628,PF00076
Q9NZN8,PF04153
O75175,PF04153
O75175,PF04065
Q9NZ45,PF10660
Q9NZ45,PF09360
O14595,PF03031
O60469,PF00041
O60469,PF07679
Q9BQE5,PF05461
