	entry_ac	architecture
894	Q6P2S7	PF13271
895	Q6PGP7	PF13181
896	Q96GC9	PF09335
897	P47992	PF00048
898	Q86V25	PF14822
899	P15313	PF00006;PF02874
900	Q4G0F5	PF03643
901	Q9H267	PF00995
902	P52735	PF00017;PF00130;PF00169;PF00621;PF07653;PF11971
903	Q9UBQ0	PF12850
904	P61236	PF03226
905	Q86Y07	PF00069
906	Q9UEU0	PF05008
907	Q16572	PF07690
908	Q9Y4E1	PF15255
909	Q8N6M9	PF01428
910	Q9NX94	PF11669
911	P47901	PF00001
912	A8MX80	
913	Q9UPY6	PF02205
914	Q8N141	PF00096;PF01352
915	Q86YA3	PF06839;PF10382;PF13086;PF13087
916	Q9ULJ6	PF02891;PF18028
917	Q8IV35	PF00400
918	P17041	PF00096
919	Q96MN9	
920	Q6NX45	PF00096
921	Q6P9A1	PF00096;PF01352
922	Q9UJT2	PF15358
923	P51523	PF00096;PF01352
924	O75954	PF00335
925	Q9Y3S1	PF00069;PF12202
926	Q6P3X3	PF07719
927	Q8NEE8	PF00515
928	Q96A05	PF01991
929	Q8IZU2	PF00400;PF12894
930	Q96S15	PF00400
931	Q96NC0	PF12171
932	P17029	PF00096;PF01352;PF02023
933	Q9H091	PF01753
934	Q16600	PF00096
935	Q9UK13	PF00096;PF01352
936	O14771	PF00096;PF01352;PF02023
937	Q9Y4E6	PF00400
938	Q96C45	PF00069
939	Q9UK10	PF00096;PF01352
940	Q96NJ3	PF00096;PF01352
941	Q96RE9	PF00096;PF01352
942	A6NN14	PF00096;PF01352
943	Q96H86	PF00096;PF01352
944	P17021	PF00096;PF01352
945	Q9NRE2	
946	Q14508	PF00095
947	Q7RTV3	PF00096
948	Q86UQ0	PF00096;PF01352
949	Q8TAD4	PF01545
950	Q99726	PF01545
951	P32241	PF00002;PF02793
952	Q86YE8	PF00096;PF01352
953	Q9Y4P8	
954	Q8IWU4	PF01545
955	O76076	PF00093;PF00219
956	Q9H7M9	PF07686
957	Q9Y2D9	PF00096
958	P60852	PF00100
959	Q9H1J7	PF00110
960	Q8NDW8	PF13181
961	Q05996	PF00100
962	Q5JVG8	PF00096;PF01352
963	Q8NHE4	PF05493
964	Q6GPH4	PF18608
965	Q5I0X7	PF00515
966	P0CG00	PF00096;PF02023
967	Q5FWF4	PF00176;PF00271;PF00641;PF01844
968	Q8N841	PF03133
969	Q7Z7G8	PF06650;PF12624;PF16909
970	Q6ZQY7	
971	Q8NEY4	PF03223
972	P19320	PF00047;PF05790;PF07679
973	P63127	PF00077;PF01585
974	P63120	PF00077;PF01585
975	Q6NVV7	PF10170
976	Q9Y678	PF01602;PF08752;PF16381
977	Q9UKA4	
978	Q96T59	
979	P30049	PF02823
980	Q96H22	PF05238
981	Q66K79	PF00246;PF01392
982	O75828	PF00106
983	Q96KV6	PF00622;PF07686;PF13765
984	Q8N163	PF14443;PF14444
985	P05108	PF00067
986	Q86WX3	PF15684
987	P56211	PF04667
988	Q6ZP98	
989	Q8NI28	
990	Q99675	
991	Q4G0X9	
992	Q96NL8	PF14996
993	Q96MW1	
994	Q96M95	PF13863
995	A2RUB6	PF15236
996	O15144	PF04045
997	Q6UXH8	PF01391;PF07645
998	Q96Q42	PF00415;PF00621;PF02204;PF02493
999	P14091	PF00026;PF07966
1000	Q96LL4	PF15379
1001	Q6P1X6	PF14956
1002	Q9NR16	PF00530
1003	Q9UEY8	PF00596
1004	Q8TF44	PF00168
1005	A6NKF2	PF01388
1006	Q06432	PF13903
1007	B2RNN3	PF00386;PF01391
1008	Q9UHI8	PF00090;PF01421;PF01562;PF05986;PF17771
1009	Q9P296	PF00001
1010	P08243	PF00733;PF13537
1011	Q96KX1	PF15022
1012	Q86Y37	PF00888
1013	P06280	PF16499;PF17450
1014	P38432	PF15862
1015	Q53H12	PF00781
1016	Q8N126	PF07686;PF08205
1017	Q96K78	PF00002;PF01825
1018	P60033	PF00335
1019	O96024	PF01762
1020	P21926	PF00335
1021	P56748	PF00822
1022	Q96Q40	PF00069
1023	Q9NRL2	PF00439;PF00628;PF02791;PF10537;PF15612;PF15613
1024	P18085	PF00025
1025	P56880	PF00822
1026	O75153	PF12807;PF13236;PF15044
1027	Q16520	PF00170
1028	Q92624	
1029	Q7LFX5	
1030	Q1MSJ5	
1031	Q9P2X8	
1032	A6NHY6	
1033	Q5T035	
1034	Q3KR37	PF02893;PF16016
1035	B1AMM8	
1036	Q9Y3D0	PF01883
1037	O60312	PF16209;PF16212
1038	Q5JTZ5	PF15733
1039	Q5TBE3	PF17673
1040	Q9Y276	PF00004;PF08740
1041	Q9H175	PF16019
1042	O43155	PF01463;PF13855
1043	Q8WYN3	PF16019
1044	Q4VNC0	PF00690;PF12409
1045	Q8IYS8	
1046	Q96AE4	PF00013;PF09005
1047	P50461	PF00412
1048	Q8N365	PF15673
1049	Q9BQ75	PF14617
1050	Q9NZU0	PF13855
1051	Q9H112	PF00031
1052	O94925	PF04960;PF12796;PF17959
1053	O75838	PF13499
1054	Q969W3	PF15434
1055	Q96Q77	PF13499
1056	Q5XKR9	PF15434
1057	Q5W188	PF00031
1058	Q4KMX7	
1059	Q5W186	
1060	Q9BUT1	
1061	P50993	PF00689;PF00690
1062	Q02338	PF00106
1063	P13637	PF00689;PF00690
1064	Q05048	PF00400;PF16699
1065	Q86VU5	PF01596
1066	P33240	PF00076;PF14304;PF14327
1067	P50502	PF17830;PF18253
1068	Q8NFI4	PF17830;PF18253
1069	Q8NCW6	PF00535;PF00652
1070	Q9H114	PF00031
1071	Q8IYT2	PF01728
1072	P14415	PF00287
1073	P23560	PF00243
1074	Q8IXK2	PF00535;PF00652
1075	Q4W4Y0	
1076	Q86TU6	
1077	Q8TC76	PF14160;PF14161
1078	Q86U02	
1079	Q9UN42	PF00287
1080	Q8IUC8	PF00535;PF00652
1081	Q8N769	
1082	A6H8Y1	PF15963
1083	Q96AQ7	PF02017
1084	Q8TAY7	PF14160;PF14161
1085	Q96PZ2	
1086	Q8N428	PF00535;PF00652
1087	Q3B7T3	
1088	Q9NRY5	PF05334
1089	Q6IS24	PF00535;PF00652
1090	Q9C073	PF15388
1091	P16615	PF00689;PF00690
1092	Q9BR46	
1093	Q9H1P6	PF14945
1094	Q8IW19	PF10283;PF17913
1095	P51693	PF02177;PF10515;PF12924;PF12925
1096	Q9NWS6	PF13289
1097	P62633	PF00098
1098	Q9BPY3	PF13289
1099	Q15021	PF12717;PF12922
1100	Q9UGB4	
1101	Q9NUB4	PF17717
1102	Q9H4R4	PF15784
1103	Q9BQM9	PF15318
1104	A2VDF0	PF05025
1105	Q8NBC4	PF17714
1106	Q9BPX3	PF12719
1107	Q8NHU0	PF15300
1108	O96005	PF05602
1109	Q6IBW4	PF06278;PF16858;PF16869
1110	P0DMV0	PF15300
1111	Q8TBG4	PF00202
1112	P0C2W7	PF15623
1113	Q5T036	
1114	Q5T5X7	PF10523
1115	Q6ZU67	PF10523
1116	P24539	PF05405
1117	Q9BYD5	PF04749
1118	P02647	PF01442
1119	Q9BTY2	PF01120;PF16757
1120	Q8WUE5	PF14444
1121	Q7Z4Y8	PF04718
1122	Q9ULK2	PF08313
1123	Q8N1M1	PF01062
1124	Q8IV77	PF00027;PF00520;PF16526
1125	Q9NPC3	PF14634
1126	Q6Q788	PF01442
1127	P08519	PF00051;PF00089
1128	P02655	PF05355
1129	O75829	PF04089
1130	O75638	PF09341
1131	P05090	PF08212
1132	Q9BVA6	PF02661
1133	Q96LI5	PF03372;PF13855
1134	P02649	PF01442
1135	P49711	PF00096
1136	P14314	PF12999;PF13015;PF13202
1137	A5PLN7	PF12516
1138	Q9Y5B0	PF03031;PF09309
1139	Q86WG3	PF12496;PF13716
1140	Q9ULM6	PF03372;PF13855
1141	Q9BWW8	PF05461
1142	O95236	PF05461
1143	Q92600	
1144	Q16619	
1145	P0C7A2	PF15722
1146	Q5T2N8	PF00004;PF12037
1147	Q9BV87	PF08613
1148	O95466	PF02181;PF06367;PF06371
1149	P56555	
1150	P05177	PF00067
1151	P57055	PF14998
1152	P0CG42	
1153	P0CG43	
1154	Q96PY5	PF02181;PF06367;PF06371
1155	P15336	PF00170
1156	P18848	PF00170
1157	P18545	PF04868
1158	Q96A26	PF06388
1159	Q9BXY8	PF04538
1160	Q9Y2D1	PF00170
1161	Q9NWD9	PF04538
1162	Q5T6X4	PF06388
1163	P08686	PF00067
1164	Q01740	PF00743
1165	Q99941	PF00170
1166	Q07973	PF00067
1167	P17544	PF00170
1168	Q9Y256	PF02517
1169	Q9BV73	
1170	A8MTA8	PF10629
1171	Q8IZU8	PF00685
1172	Q96NU0	PF00754;PF02210
1173	Q8N815	
1174	Q6QHK4	PF00010
1175	Q02318	PF00067
1176	Q5HY92	PF00004;PF09336
1177	Q7Z2E3	PF16278;PF17913
1178	Q99967	PF04487
1179	P11509	PF00067
1180	Q16696	PF00067
1181	Q86SJ6	PF00028;PF01049
1182	Q05DH4	PF10257
1183	P20930	PF01023;PF03516
1184	P31512	PF00743
1185	P49326	PF00743
1186	Q15782	PF00704
1187	Q9BZ76	PF00754;PF02210
1188	P78329	PF00067
1189	P16442	PF03414
1190	Q8WWK9	PF15297
1191	P98187	PF00067
1192	Q96DZ9	PF01284
1193	P53420	PF01391;PF01413
1194	Q8NA57	PF15663;PF17732
1195	Q495D7	
1196	Q96PS8	PF00230
1197	P20849	PF01391
1198	Q03692	PF00386;PF01391
1199	P28329	PF00755
1200	Q5JTJ3	PF02297
1201	O75122	PF12348
1202	Q8WVH0	PF05835
1203	O60306	PF13086;PF13087;PF16399
1204	Q9P126	PF00059
1205	O75596	PF00059
1206	Q99829	PF00168;PF07002
1207	O95741	PF00168;PF07002
1208	Q6NUI6	PF13855
1209	Q9UKV5	PF02845;PF13639;PF18442
1210	Q5T1J5	
1211	Q7L5A3	PF13889;PF13915
1212	P78369	PF00822
1213	Q9H3G5	PF00450
1214	Q9P2D1	PF00176;PF00271;PF00385;PF07533
1215	Q0VDD5	
1216	O75061	PF00226;PF10409
1217	P39059	PF01391;PF06482
1218	O00555	PF00520;PF08763;PF16905
1219	C9J302	PF15849
1220	Q9HCU0	PF00059
1221	Q8WXE0	PF00536;PF07653;PF12796;PF16632
1222	Q86Y30	PF08180
1223	O75815	PF00017;PF00617
1224	Q9UJS0	PF00153
1225	O43529	PF03567
1226	Q8NET6	PF03567
1227	O75129	PF01823;PF18411;PF18577
1228	Q5T280	PF02598
1229	Q8IYS0	PF02893;PF16016
1230	Q6ZRZ4	PF17693
1231	Q96CP6	PF02893;PF16016
1232	Q5H9F3	PF12796;PF15808;PF16553
1233	P36980	PF00084
1234	Q96MD7	PF10217
1235	Q6ZV77	
1236	Q9BXR6	PF00084
1237	Q9NZU1	PF01462;PF13855
1238	Q9H7F0	PF00689;PF00690;PF12409
1239	O76071	PF00400
1240	P15311	PF00373;PF00769;PF09379;PF09380
1241	P21291	PF00412
1242	Q99828	PF13499
1243	P05023	PF00689;PF00690
1244	Q96I24	PF00013
1245	Q9H4G1	PF00031
1246	A0PJX0	PF13499
1247	P0CH98	
1248	Q9UI32	PF04960;PF12796;PF17959
1249	O95990	PF06625
1250	Q96RK0	PF00505
1251	Q9H098	PF06625
1252	Q96BI3	PF06105
1253	Q8N1G2	PF01585;PF01728
1254	Q9H0L4	PF00076;PF14304;PF14327
1255	P05026	PF00287
1256	P49771	PF02947
1257	P02671	PF00147;PF08702;PF12160
1258	Q70Z53	PF09725
1259	Q9H4D0	PF00028
1260	Q8N3K9	PF00041
1261	Q9BQ89	PF14160;PF14161
1262	Q9NWQ9	PF14969
1263	Q9H972	PF15394
1264	P54709	PF00287
1265	Q9UHD4	PF02017
1266	Q9BZZ5	PF05918
1267	Q8WXQ3	
1268	Q8NA66	PF00027
1269	Q5VTH2	
1270	O43734	PF08357
1271	Q96M20	PF00027
1272	Q8N3T1	PF00535;PF00652
1273	Q8IUL8	PF00090;PF13330
1274	Q6SJ93	
1275	Q9NUD7	PF15397
1276	Q6P1L5	PF15388
1277	P02675	PF00147;PF08702
1278	Q14457	PF04111;PF15285;PF17675
1279	Q9Y5Y0	PF07690
1280	P20020	PF00689;PF00690;PF12424
1281	Q9UPI3	PF07690
1282	Q01814	PF00689;PF00690;PF12424
1283	Q5TEA3	
1284	Q9HDC9	PF03088
1285	Q8N268	
1286	Q96EK7	
1287	Q5HYN5	PF15300
1288	P0DMV2	PF15300
1289	P0DMU8	PF15300
1290	P05089	PF00491
1291	Q8NDZ0	PF10523
1292	P0DMV1	PF15300
1293	O75185	PF00689;PF00690
1294	Q5SZJ8	PF10523
1295	O95476	PF03031
1296	Q8N7W2	PF10523
1297	A6NH11	PF08718
1298	Q86V42	PF15067
1299	Q8IZM0	
1300	O76090	PF01062
1301	Q8NFU0	PF01062
1302	P04066	PF01120;PF16757
1303	Q9NTI2	PF16209;PF16212
1304	Q8TAL6	PF15819
1305	O15155	
1306	Q14028	PF00027
1307	Q8NBU5	PF00004;PF17862
1308	Q8TCG1	
1309	Q0VD83	
1310	Q9P003	PF03311
1311	Q9C0C6	PF15800
1312	Q96QE3	PF00004
1313	P02656	PF05778
1314	P59022	
1315	P0C7T7	
1316	Q8WYA6	PF08216
1317	Q13363	PF00389;PF02826
1318	O76031	PF07724;PF10431
1319	A5YKK6	PF04054;PF12842;PF16415;PF16417;PF16418
1320	Q96BN6	PF12516
1321	Q8N5K1	PF09360;PF10660
1322	Q9NWB6	PF15346
1323	Q9GZU7	PF03031
1324	Q9UIV1	PF04857
1325	P02749	PF00084;PF09014
1326	O14791	PF05461
1327	Q9BPW4	PF05461
1328	O75949	
1329	Q9BT09	PF11938
1330	Q16678	PF00067
1331	Q3B820	PF10595
1332	P59020	
1333	P34972	PF00001
1334	P18847	PF00170
1335	Q6UW02	PF00067
1336	Q9P232	PF00041;PF07679
1337	Q13515	PF00038
1338	O95992	PF04116
1339	P20813	PF00067
1340	Q8IWV2	PF00041;PF07679
1341	P07954	PF00206;PF10415
1342	P78357	PF00754;PF02210
1343	O60774	PF00743
1344	P33260	PF00067
1345	Q06828	PF01462;PF13855
1346	Q8WYK1	PF00754;PF02210
1347	Q7Z7A1	
1348	Q9H2U6	
1349	A0A087X1C5	PF00067
1350	P05181	PF00067
1351	A8K5M9	
1352	Q8IVP5	PF04930
1353	Q9ULV3	PF12171
1354	H3BRN8	PF14892
1355	P51589	PF00067
1356	Q9BWH2	PF04930
1357	Q8WW14	
1358	Q5VZT2	PF17705
1359	Q8N1V8	
1360	A0A1B0GUT2	
1361	Q9H5F2	PF06608
1362	Q7Z449	PF00067
1363	Q8TAV5	PF17731
1364	Q9H6J7	
1365	Q8N8P7	
1366	Q8IXP5	PF17721
1367	P09958	PF00082;PF01483;PF16470
1368	Q9NYL5	PF00067
1369	Q86VG3	PF17722
1370	P08684	PF00067
1371	Q3C1V1	PF17669
1372	Q6PI97	PF17664
1373	Q9Y271	PF00001
1374	Q8N0W7	
1375	P24462	PF00067
1376	P08123	PF01391;PF01410
1377	Q16832	PF00754;PF07714
1378	Q96S95	PF15170
1379	Q7Z7J9	PF15170
1380	P16278	PF01301;PF13364
1381	Q9Y6A2	PF00067
1382	Q96SZ6	PF00919;PF01938;PF04055
1383	Q96NS8	
1384	Q02928	PF00067
1385	P10909	PF01093
1386	Q07065	
1387	Q14008	PF12348
1388	Q15582	PF02469
1389	Q8TAZ6	PF01284
1390	Q9UBR5	
1391	Q96FZ5	PF01284
1392	P0C0L5	PF00207;PF01759;PF01821;PF01835;PF07677;PF07678;PF07703;PF17789;PF17791
1393	Q14031	PF01391;PF01413
1394	P22680	PF00067
1395	Q5U649	PF15047
1396	A8TX70	PF00092;PF01391
1397	A6NM10	PF00230
1398	Q6UXF7	PF00059;PF00188
1399	Q8NE35	PF16366;PF16367
1400	P07357	PF00057;PF00090;PF01823
1401	P41181	PF00230
1402	O43315	PF00230
1403	A0A2Z4LIS9	PF00250
1404	Q8NC01	PF00059
1405	Q9Y240	PF00059
1406	Q9H799	PF15392
1407	Q6UVW9	PF00059
1408	Q6EIG7	PF00059
1409	Q9UQC9	PF08434
1410	Q9BUX1	PF04752
1411	Q99218	PF02948
1412	Q96BP2	PF06747
1413	Q6ZMT9	PF00531
1414	Q96SM3	PF00246;PF00754
1415	Q709F0	PF00441;PF01636;PF02770;PF02771
1416	Q13451	PF00254;PF00515;PF13181
1417	P56378	PF08039
1418	Q6ZU35	PF15262
1419	Q96IX9	PF14915
1420	Q9NVQ4	PF06905
1421	P00846	PF00119
1422	P32297	PF02931;PF02932
1423	Q9BWS9	PF00704
1424	Q96N19	
1425	P0DMS8	PF00001
1426	O75177	PF05030
1427	P62258	PF00244
1428	O96019	PF00022
1429	P11229	PF00001
1430	Q14738	PF01603
1431	P54619	PF00571
1432	O60488	PF00501
1433	P0C6C1	PF12796
1434	Q9UJX6	PF00888;PF08672
1435	P60709	PF00022
1436	O43707	PF00307;PF00435;PF08726
1437	Q9BY76	PF00147
1438	Q7Z5M8	PF12146
1439	Q9UBR2	PF00112
1440	O43572	PF00615
1441	Q7Z5W3	PF06859
1442	O15078	PF16574
1443	Q8WUQ7	PF09732;PF10312
1444	P23435	PF00386
1445	Q7KZN9	PF02628
1446	Q5EG05	PF00619
1447	Q9HC77	PF07202
1448	P55201	PF00439;PF00855;PF10513
1449	Q4V339	PF02492;PF07683
1450	Q8IYK2	
1451	Q8TDN6	PF04427
1452	P05814	PF00363
1453	Q6ZU64	
1454	A6NFT4	PF13863
1455	Q96PB1	PF07779
1456	Q6NT52	PF00007
1457	Q502W7	PF13863
1458	Q8N884	PF03281
1459	Q8N6G5	PF05679
1460	Q9H7E9	PF15393
1461	Q5T3Y7	
1462	Q8TE59	PF00090;PF01421;PF01562;PF05986;PF17771
1463	P13942	PF01391;PF01410;PF02210
1464	Q8WXX7	PF15336
1465	P46597	PF00891;PF16864
1466	Q9NR81	PF00621
1467	P55774	PF00048
1468	P15291	PF02709;PF13733
1469	O15392	PF00653
1470	P30043	PF13460
1471	P35869	PF00010;PF00989;PF08447
1472	A8MTZ0	PF14777
1473	Q00532	PF00069
1474	Q7L1S5	PF03567
1475	P10415	PF00452;PF02180
1476	P20749	PF12796
1477	Q8NCL9	PF14921
1478	Q8J025	PF14921
1479	Q8WZB0	
1480	C9JQL5	PF04505
1481	Q6W2J9	PF12796;PF15808;PF16553
1482	Q5SZB4	PF15737
1483	Q8IXQ3	PF15017
1484	Q8IXJ9	PF05066;PF13919;PF13922
1485	Q96LT7	PF15019
1486	Q9ULZ1	PF15360
1487	P27695	PF03372
1488	Q9HD20	
1489	Q96S65	PF16019
1490	Q8NFC6	
1491	Q4VNC1	PF00690;PF12409
1492	Q16527	PF00412
1493	A0A1B0GTL2	
1494	Q9NZB2	
1495	Q9BUH8	
1496	Q9P2B4	PF09727
1497	P23634	PF00689;PF00690;PF12424
1498	P42695	PF12717
1499	Q5DJT8	PF15300
1500	Q9NX05	
1501	P0DMU9	PF15300
1502	P0DMU7	PF15300
1503	Q96KP4	PF01546;PF07687
1504	Q5VTU8	PF04627
1505	Q96E09	
1506	Q7L4P6	PF10523
1507	P78540	PF00491
1508	P05496	PF00137
1509	Q7Z309	
1510	Q06055	PF00137
1511	P48201	PF00137
1512	P0C5K7	
1513	Q8NFU1	PF01062
1514	Q16280	PF00027;PF00520;PF16526
1515	Q16281	PF00027;PF00520;PF16526
1516	Q8IXS8	PF09790
1517	Q9P2M7	PF01576
1518	O43520	PF16209;PF16212
1519	Q9NQW8	PF00027
1520	P06727	PF01442
1521	P0DMR3	
1522	Q8TF62	PF16209;PF16212
1523	Q96AQ9	PF15010
1524	Q8N9E0	
1525	Q6PL18	PF00004;PF00439;PF17862
1526	O95406	PF03311
1527	P02654	PF04691
1528	Q969H4	PF00169;PF00536;PF10534
1529	Q9NZD2	PF08718
1530	Q49AJ0	PF05057;PF12394
1531	Q96C01	PF05811
1532	P05160	PF00084
1533	Q9UKZ1	PF10155
1534	Q9H9A5	
1535	Q14574	PF00028;PF01049;PF08758
1536	Q13790	PF15148
1537	Q8WVB6	PF00004
1538	Q96Q35	
1539	Q8WW52	PF10223
1540	Q9UFF9	PF04857
1541	Q9BWW9	PF05461
1542	Q9NZ56	PF02181;PF06346
1543	B1AL88	
1544	Q5T9A4	PF00004;PF12037
1545	F7VJQ1	
1546	Q96MY7	PF10595
1547	O75844	PF01435;PF16491
1548	Q53RT3	
1549	Q00994	PF04538
1550	P0C2L3	PF15069
1551	Q92562	PF02383
1552	Q6J272	PF10629
1553	Q9NZS9	PF00536
1554	P01275	PF00123
1555	Q9H0Y0	PF03987
1556	O43174	PF00067
1557	Q96KS9	PF11652
1558	Q9NR63	PF00067
1559	Q8WVX9	PF03015;PF07993
1560	Q92567	PF14944
1561	Q6V0L0	PF00067
1562	A6NMB9	PF00004
1563	Q9H8S5	PF00134
1564	A1KXE4	PF14944
1565	Q14126	PF00028
1566	Q99966	PF04487
1567	Q8N8A8	
1568	O94817	PF04110
1569	Q96K12	PF03015;PF07993
1570	P31513	PF00743
1571	Q12934	PF00038
1572	Q5D862	PF01023;PF03516
1573	Q02246	PF00041;PF07679
1574	O75143	PF10033
1575	P36222	PF00704
1576	Q9H410	PF08202
1577	Q8N612	PF10257
1578	P58418	
1579	Q8NFF5	PF00994;PF01507
1580	Q6ZRI6	PF17663
1581	Q8WUR7	PF02594
1582	Q5W0V3	PF10257
1583	Q8NAA6	PF17711
1584	Q5SWW7	
1585	Q8N910	
1586	Q5T681	PF17729
1587	Q5T1B1	
1588	Q5SQS8	PF17658
1589	Q96SQ9	PF00067
1590	B7Z368	PF17713
1591	Q96F05	PF17823
1592	P02452	PF00093;PF01391;PF01410
1593	Q8N5U0	PF15668
1594	P02729	
1595	P07741	PF00156
1596	Q8NCR3	
1597	Q9H0W9	PF08925
1598	Q9HAW4	
1599	Q8NBR9	
1600	Q7Z7L8	PF15766
1601	Q9NS75	PF00001
1602	A0A1B0GVM6	
1603	C9JLR9	PF18658
1604	Q5K130	
1605	Q96AJ1	PF10234
1606	P13584	PF00067
1607	P02458	PF00093;PF01391;PF01410
1608	P01024	PF00207;PF01759;PF01821;PF01835;PF07677;PF07678;PF07703;PF17789;PF17790;PF17791
1609	P33552	PF01111
1610	Q8N999	PF17720
1611	P12109	PF00092;PF01391
1612	Q86TL0	PF03416
1613	Q9UNU6	PF00067
1614	Q8N812	PF17695
1615	Q9H741	PF10218
1616	Q6ZS10	PF00059
1617	Q9Y2R0	PF09813
1618	Q9H1Y0	PF04106
1619	P29972	PF00230
1620	Q2KHT3	PF09758
1621	P07358	PF00057;PF00090;PF01823
1622	Q7Z3C6	PF04109
1623	Q5T319	
1624	Q86T13	
1625	Q92478	PF00059
1626	Q9UMR7	PF00059
1627	Q3SXY8	PF00025
1628	P22792	PF13855
1629	Q8IZJ3	PF00207;PF01835;PF07648;PF07677;PF07678;PF07703;PF12248;PF17789;PF17791
1630	Q9H2X3	PF00059
1631	Q9ULY5	PF00059
1632	A6NFA0	PF15371
1633	O95639	PF00098;PF00642;PF15663
1634	Q9NSI2	PF15341
1635	Q99217	PF02948
1636	Q5JTC6	PF09422
1637	P23786	PF00755
1638	O60427	PF00173;PF00487
1639	Q96B23	PF15303
1640	Q9NQ94	PF00076
1641	P18859	PF05511
1642	C9J3I9	
1643	Q6ZV80	PF17821
1644	P57730	PF00619
1645	P09093	PF00089
1646	Q96I36	PF14880
1647	Q71F23	PF13097
1648	O14548	PF02238
1649	O00257	PF00385;PF17218
1650	A6NF36	PF15835
1651	Q5W0U4	PF00622;PF13765
1652	P0DN24	
1653	A0A1B0GUA6	
1654	Q6ZUJ4	PF15830
1655	A0A0D9SF12	
1656	Q96Q83	PF13532
1657	Q15847	
1658	O95490	PF00002;PF01825;PF02140;PF02191;PF02354;PF02793;PF16489
1659	Q86Y27	PF08180
1660	Q9H6X5	PF15391
1661	Q8WV28	PF00017
1662	P38936	PF02234
1663	O95972	PF00019
1664	Q9BWU1	PF00069
1665	P15514	
1666	Q8TDM0	
1667	Q9Y587	PF01217
1668	Q7Z624	PF10294
1669	Q96DE5	PF17256
1670	Q9BQE9	PF04714
1671	Q8WUH1	PF06573
1672	Q86UU0	PF11502
1673	Q03591	PF00084
1674	Q8NAJ2	
1675	Q5VTT2	PF15139
1676	A2RU37	
1677	P11274	PF00168;PF00620;PF00621;PF09036
1678	P98196	PF16209;PF16212
1679	Q9Y375	PF08547
1680	P54707	PF00689;PF00690
1681	Q5EBM0	PF02223
1682	Q9NQ11	PF12409
1683	Q9UBZ4	PF03372;PF06839
1684	Q9H6Q4	PF02256;PF02906
1685	Q92945	PF00013;PF09005
1686	Q5T9C2	PF10358
1687	Q5T8I3	PF10358
1688	Q9Y6Y1	PF00612;PF01833;PF03859
1689	O60676	PF00031
1690	O94983	PF01833;PF03859
1691	Q13733	PF00689;PF00690
1692	Q86SR1	PF00535;PF00652
1693	Q8WW43	PF06105
1694	Q12996	PF05843
1695	O94985	PF00028
1696	Q86U37	
1697	Q9BQT9	PF00028
1698	P36888	PF00047;PF07714
1699	O60543	PF02017
1700	Q9NPU4	
1701	Q96C57	
1702	Q52M58	PF17698
1703	Q1W6H9	PF14160;PF14161
1704	P09543	PF05881
1705	Q8NCQ2	
1706	Q96FL9	PF00535;PF00652
1707	P35414	PF00001
1708	O75339	PF00090;PF13330
1709	O14983	PF00689;PF00690
1710	Q9GZN8	PF15006
1711	Q96LR9	PF05461
1712	Q6P9A2	PF00535;PF00652
1713	Q9NSA3	PF06384
1714	Q06481	PF00014;PF02177;PF10515;PF12924;PF12925
1715	Q93084	PF00689;PF00690
1716	Q13956	PF04868
1717	A8MW95	PF04111;PF17675
1718	Q96LM9	
1719	P0C5K6	
1720	Q15003	PF05786
1721	A1L168	
1722	Q16720	PF00689;PF00690;PF12424
1723	P98194	PF00689;PF00690
1724	Q86XI2	PF12422
1725	A6NJG6	PF00046
1726	Q96KN2	PF01546;PF07687
1727	Q8IUZ5	PF00202
1728	Q5JQC4	PF15623
1729	P02679	PF00147;PF08702
1730	P29973	PF00027;PF00520;PF16526
1731	Q5T6C5	PF08313
1732	Q9H5Z6	PF15067
1733	Q14CW9	PF08209;PF08313
1734	P02652	PF04711
1735	Q9Y2Q0	PF16209;PF16212
1736	Q9NYM9	
1737	Q9BW66	
1738	O60423	PF16209;PF16212
1739	P98198	PF16209;PF16212
1740	Q15642	PF00018;PF00611
1741	Q5BKY9	
1742	Q9P2D6	PF05057;PF12394
1743	Q99439	PF00307;PF00402
1744	Q9NRU3	PF00571;PF01595
1745	Q9H8M5	PF00571;PF01595
1746	Q15417	PF00307;PF00402
1747	P00488	PF00868;PF00927;PF01841
1748	Q08554	PF00028;PF01049;PF08758
1749	Q96HJ9	
1750	Q02487	PF00028;PF01049;PF08758
1751	Q14011	PF00076
1752	Q8NI51	PF00096
1753	O15194	PF03031
1754	P0C7P0	PF09360
1755	Q6UXP7	PF10223
1756	Q9NVI7	PF00004;PF12037
1757	Q9UHL3	PF15722
1758	O95445	PF11032
1759	Q8TD84	PF00041;PF07679
1760	Q9BXW9	PF14631
1761	Q96T75	
1762	P21554	PF00001
1763	O75390	PF00285
1764	Q8IVF7	PF02181;PF06367;PF06371
1765	Q9UHC6	PF00754;PF02210
1766	P11712	PF00067
1767	Q9C0A0	PF00754;PF02210
1768	P33261	PF00067
1769	P10635	PF00067
1770	Q8N137	
1771	Q9Y2V0	PF14811
1772	P24903	PF00067
1773	Q5T742	
1774	Q8N8G6	
1775	A4QN01	
1776	Q9H7T3	
1777	P55265	PF00035;PF02137;PF02295
1778	Q8TEF2	PF17665
1779	Q8TAV3	PF00067
1780	Q9NQ32	PF15057
1781	Q96N53	
1782	Q8WZ69	PF17706
1783	Q9HB55	PF00067
1784	Q6IPW1	PF15747
